* Measurement data measured by REW V5.31.3
* Format: 512k Log Swept Sine, 1 sweep at -12.0 dBFS with no timing reference
* Dated: Apr 18, 2025, 8:25:02 PM
* REW Settings:
*  C-weighting compensation: Off
*  Target level: 75.0 dB
* Note: IR window: 0ms left, 2ms right
* Measurement: Piega
* Smoothing: None
* Frequency Step: 0.36621097 Hz
* Start Frequency: 1000.1221 Hz
*
* Freq(Hz), SPL(dB), Phase(degrees)
1557.495163, 65.448, 154.5800
1557.861374, 65.452, 154.5628
1558.227584, 65.455, 154.5458
1558.593795, 65.459, 154.5288
1558.960006, 65.463, 154.5120
1559.326217, 65.466, 154.4953
1559.692428, 65.470, 154.4785
1560.058639, 65.473, 154.4619
1560.424850, 65.477, 154.4454
1560.791061, 65.480, 154.4290
1561.157272, 65.484, 154.4126
1561.523483, 65.488, 154.3964
1561.889694, 65.491, 154.3802
1562.255905, 65.495, 154.3641
1562.622116, 65.498, 154.3481
1562.988327, 65.502, 154.3322
1563.354538, 65.505, 154.3164
1563.720749, 65.509, 154.3007
1564.086960, 65.512, 154.2850
1564.453171, 65.516, 154.2695
1564.819382, 65.519, 154.2540
1565.185593, 65.523, 154.2386
1565.551804, 65.526, 154.2234
1565.918015, 65.530, 154.2082
1566.284226, 65.533, 154.1930
1566.650437, 65.537, 154.1780
1567.016648, 65.540, 154.1631
1567.382859, 65.543, 154.1482
1567.749070, 65.547, 154.1335
1568.115281, 65.550, 154.1188
1568.481492, 65.554, 154.1042
1568.847703, 65.557, 154.0897
1569.213914, 65.561, 154.0753
1569.580124, 65.564, 154.0610
1569.946335, 65.567, 154.0468
1570.312546, 65.571, 154.0326
1570.678757, 65.574, 154.0186
1571.044968, 65.578, 154.0046
1571.411179, 65.581, 153.9907
1571.777390, 65.584, 153.9769
1572.143601, 65.588, 153.9633
1572.509812, 65.591, 153.9497
1572.876023, 65.594, 153.9361
1573.242234, 65.598, 153.9227
1573.608445, 65.601, 153.9093
1573.974656, 65.604, 153.8961
1574.340867, 65.608, 153.8830
1574.707078, 65.611, 153.8699
1575.073289, 65.614, 153.8569
1575.439500, 65.618, 153.8440
1575.805711, 65.621, 153.8312
1576.171922, 65.625, 153.8184
1576.538133, 65.628, 153.8059
1576.904344, 65.631, 153.7933
1577.270555, 65.635, 153.7808
1577.636766, 65.638, 153.7684
1578.002977, 65.642, 153.7561
1578.369188, 65.645, 153.7440
1578.735399, 65.648, 153.7319
1579.101610, 65.652, 153.7199
1579.467821, 65.655, 153.7079
1579.834032, 65.658, 153.6961
1580.200243, 65.662, 153.6844
1580.566453, 65.665, 153.6727
1580.932664, 65.668, 153.6611
1581.298875, 65.672, 153.6497
1581.665086, 65.675, 153.6383
1582.031297, 65.678, 153.6270
1582.397508, 65.682, 153.6158
1582.763719, 65.685, 153.6047
1583.129930, 65.688, 153.5936
1583.496141, 65.692, 153.5827
1583.862352, 65.695, 153.5718
1584.228563, 65.698, 153.5611
1584.594774, 65.702, 153.5504
1584.960985, 65.705, 153.5398
1585.327196, 65.708, 153.5293
1585.693407, 65.712, 153.5189
1586.059618, 65.715, 153.5086
1586.425829, 65.718, 153.4984
1586.792040, 65.721, 153.4882
1587.158251, 65.725, 153.4781
1587.524462, 65.728, 153.4682
1587.890673, 65.731, 153.4583
1588.256884, 65.735, 153.4485
1588.623095, 65.738, 153.4388
1588.989306, 65.741, 153.4292
1589.355517, 65.744, 153.4197
1589.721728, 65.748, 153.4103
1590.087939, 65.751, 153.4009
1590.454150, 65.754, 153.3916
1590.820361, 65.757, 153.3824
1591.186572, 65.761, 153.3734
1591.552783, 65.764, 153.3644
1591.918993, 65.767, 153.3555
1592.285204, 65.770, 153.3466
1592.651415, 65.774, 153.3379
1593.017626, 65.777, 153.3293
1593.383837, 65.780, 153.3208
1593.750048, 65.783, 153.3123
1594.116259, 65.786, 153.3040
1594.482470, 65.790, 153.2956
1594.848681, 65.793, 153.2874
1595.214892, 65.796, 153.2793
1595.581103, 65.799, 153.2713
1595.947314, 65.803, 153.2634
1596.313525, 65.806, 153.2555
1596.679736, 65.809, 153.2478
1597.045947, 65.812, 153.2401
1597.412158, 65.815, 153.2325
1597.778369, 65.819, 153.2250
1598.144580, 65.822, 153.2176
1598.510791, 65.825, 153.2103
1598.877002, 65.828, 153.2031
1599.243213, 65.831, 153.1960
1599.609424, 65.835, 153.1889
1599.975635, 65.838, 153.1820
1600.341846, 65.841, 153.1750
1600.708057, 65.844, 153.1682
1601.074268, 65.847, 153.1615
1601.440479, 65.851, 153.1550
1601.806690, 65.854, 153.1484
1602.172901, 65.857, 153.1420
1602.539112, 65.860, 153.1356
1602.905322, 65.863, 153.1294
1603.271533, 65.866, 153.1232
1603.637744, 65.870, 153.1171
1604.003955, 65.873, 153.1111
1604.370166, 65.876, 153.1052
1604.736377, 65.879, 153.0993
1605.102588, 65.882, 153.0936
1605.468799, 65.885, 153.0879
1605.835010, 65.889, 153.0823
1606.201221, 65.892, 153.0768
1606.567432, 65.895, 153.0714
1606.933643, 65.898, 153.0661
1607.299854, 65.901, 153.0609
1607.666065, 65.904, 153.0558
1608.032276, 65.908, 153.0507
1608.398487, 65.911, 153.0458
1608.764698, 65.914, 153.0409
1609.130909, 65.917, 153.0361
1609.497120, 65.920, 153.0314
1609.863331, 65.923, 153.0268
1610.229542, 65.927, 153.0222
1610.595753, 65.930, 153.0177
1610.961964, 65.933, 153.0134
1611.328175, 65.936, 153.0091
1611.694386, 65.939, 153.0049
1612.060597, 65.942, 153.0008
1612.426808, 65.946, 152.9968
1612.793019, 65.949, 152.9928
1613.159230, 65.952, 152.9890
1613.525441, 65.955, 152.9852
1613.891652, 65.958, 152.9815
1614.257862, 65.961, 152.9779
1614.624073, 65.965, 152.9744
1614.990284, 65.968, 152.9709
1615.356495, 65.971, 152.9676
1615.722706, 65.974, 152.9644
1616.088917, 65.977, 152.9612
1616.455128, 65.980, 152.9581
1616.821339, 65.983, 152.9550
1617.187550, 65.987, 152.9521
1617.553761, 65.990, 152.9493
1617.919972, 65.993, 152.9465
1618.286183, 65.996, 152.9438
1618.652394, 65.999, 152.9412
1619.018605, 66.002, 152.9387
1619.384816, 66.006, 152.9363
1619.751027, 66.009, 152.9340
1620.117238, 66.012, 152.9317
1620.483449, 66.015, 152.9295
1620.849660, 66.018, 152.9275
1621.215871, 66.022, 152.9255
1621.582082, 66.025, 152.9235
1621.948293, 66.028, 152.9217
1622.314504, 66.031, 152.9198
1622.680715, 66.034, 152.9182
1623.046926, 66.037, 152.9166
1623.413137, 66.041, 152.9151
1623.779348, 66.044, 152.9137
1624.145559, 66.047, 152.9123
1624.511770, 66.050, 152.9110
1624.877981, 66.053, 152.9098
1625.244191, 66.057, 152.9087
1625.610402, 66.060, 152.9077
1625.976613, 66.063, 152.9067
1626.342824, 66.066, 152.9059
1626.709035, 66.069, 152.9051
1627.075246, 66.073, 152.9044
1627.441457, 66.076, 152.9038
1627.807668, 66.079, 152.9032
1628.173879, 66.082, 152.9028
1628.540090, 66.085, 152.9024
1628.906301, 66.089, 152.9021
1629.272512, 66.092, 152.9019
1629.638723, 66.095, 152.9017
1630.004934, 66.098, 152.9016
1630.371145, 66.101, 152.9017
1630.737356, 66.105, 152.9017
1631.103567, 66.108, 152.9019
1631.469778, 66.111, 152.9022
1631.835989, 66.114, 152.9025
1632.202200, 66.118, 152.9029
1632.568411, 66.121, 152.9034
1632.934622, 66.124, 152.9040
1633.300833, 66.127, 152.9046
1633.667044, 66.131, 152.9053
1634.033255, 66.134, 152.9061
1634.399466, 66.137, 152.9070
1634.765677, 66.140, 152.9080
1635.131888, 66.144, 152.9090
1635.498099, 66.147, 152.9101
1635.864310, 66.150, 152.9113
1636.230521, 66.153, 152.9125
1636.596731, 66.157, 152.9139
1636.962942, 66.160, 152.9153
1637.329153, 66.163, 152.9168
1637.695364, 66.166, 152.9184
1638.061575, 66.170, 152.9200
1638.427786, 66.173, 152.9217
1638.793997, 66.176, 152.9235
1639.160208, 66.180, 152.9254
1639.526419, 66.183, 152.9274
1639.892630, 66.186, 152.9294
1640.258841, 66.189, 152.9315
1640.625052, 66.193, 152.9336
1640.991263, 66.196, 152.9359
1641.357474, 66.199, 152.9382
1641.723685, 66.203, 152.9406
1642.089896, 66.206, 152.9431
1642.456107, 66.209, 152.9456
1642.822318, 66.213, 152.9482
1643.188529, 66.216, 152.9509
1643.554740, 66.219, 152.9537
1643.920951, 66.223, 152.9565
1644.287162, 66.226, 152.9594
1644.653373, 66.229, 152.9625
1645.019584, 66.233, 152.9655
1645.385795, 66.236, 152.9686
1645.752006, 66.239, 152.9718
1646.118217, 66.243, 152.9751
1646.484428, 66.246, 152.9784
1646.850639, 66.250, 152.9819
1647.216850, 66.253, 152.9853
1647.583061, 66.256, 152.9889
1647.949271, 66.260, 152.9925
1648.315482, 66.263, 152.9962
1648.681693, 66.267, 153.0000
1649.047904, 66.270, 153.0038
1649.414115, 66.273, 153.0078
1649.780326, 66.277, 153.0117
1650.146537, 66.280, 153.0158
1650.512748, 66.284, 153.0199
1650.878959, 66.287, 153.0241
1651.245170, 66.290, 153.0284
1651.611381, 66.294, 153.0327
1651.977592, 66.297, 153.0371
1652.343803, 66.301, 153.0416
1652.710014, 66.304, 153.0461
1653.076225, 66.308, 153.0507
1653.442436, 66.311, 153.0553
1653.808647, 66.315, 153.0601
1654.174858, 66.318, 153.0649
1654.541069, 66.322, 153.0698
1654.907280, 66.325, 153.0747
1655.273491, 66.329, 153.0797
1655.639702, 66.332, 153.0848
1656.005913, 66.336, 153.0899
1656.372124, 66.339, 153.0951
1656.738335, 66.343, 153.1004
1657.104546, 66.346, 153.1058
1657.470757, 66.350, 153.1111
1657.836968, 66.353, 153.1166
1658.203179, 66.357, 153.1221
1658.569390, 66.360, 153.1277
1658.935600, 66.364, 153.1334
1659.301811, 66.367, 153.1391
1659.668022, 66.371, 153.1449
1660.034233, 66.374, 153.1508
1660.400444, 66.378, 153.1567
1660.766655, 66.382, 153.1626
1661.132866, 66.385, 153.1687
1661.499077, 66.389, 153.1747
1661.865288, 66.392, 153.1810
1662.231499, 66.396, 153.1872
1662.597710, 66.400, 153.1935
1662.963921, 66.403, 153.1998
1663.330132, 66.407, 153.2062
1663.696343, 66.410, 153.2127
1664.062554, 66.414, 153.2192
1664.428765, 66.418, 153.2258
1664.794976, 66.421, 153.2325
1665.161187, 66.425, 153.2392
1665.527398, 66.429, 153.2460
1665.893609, 66.432, 153.2528
1666.259820, 66.436, 153.2597
1666.626031, 66.440, 153.2667
1666.992242, 66.443, 153.2737
1667.358453, 66.447, 153.2808
1667.724664, 66.451, 153.2879
1668.090875, 66.454, 153.2951
1668.457086, 66.458, 153.3023
1668.823297, 66.462, 153.3096
1669.189508, 66.465, 153.3170
1669.555719, 66.469, 153.3244
1669.921930, 66.473, 153.3319
1670.288140, 66.477, 153.3395
1670.654351, 66.480, 153.3470
1671.020562, 66.484, 153.3547
1671.386773, 66.488, 153.3624
1671.752984, 66.492, 153.3701
1672.119195, 66.496, 153.3779
1672.485406, 66.499, 153.3858
1672.851617, 66.503, 153.3938
1673.217828, 66.507, 153.4017
1673.584039, 66.511, 153.4097
1673.950250, 66.515, 153.4179
1674.316461, 66.518, 153.4260
1674.682672, 66.522, 153.4342
1675.048883, 66.526, 153.4424
1675.415094, 66.530, 153.4507
1675.781305, 66.534, 153.4591
1676.147516, 66.538, 153.4675
1676.513727, 66.541, 153.4759
1676.879938, 66.545, 153.4845
1677.246149, 66.549, 153.4930
1677.612360, 66.553, 153.5016
1677.978571, 66.557, 153.5103
1678.344782, 66.561, 153.5190
1678.710993, 66.565, 153.5278
1679.077204, 66.569, 153.5366
1679.443415, 66.573, 153.5454
1679.809626, 66.577, 153.5544
1680.175837, 66.580, 153.5633
1680.542048, 66.584, 153.5723
1680.908259, 66.588, 153.5814
1681.274469, 66.592, 153.5905
1681.640680, 66.596, 153.5996
1682.006891, 66.600, 153.6088
1682.373102, 66.604, 153.6181
1682.739313, 66.608, 153.6274
1683.105524, 66.612, 153.6367
1683.471735, 66.616, 153.6461
1683.837946, 66.620, 153.6556
1684.204157, 66.624, 153.6651
1684.570368, 66.628, 153.6746
1684.936579, 66.632, 153.6842
1685.302790, 66.637, 153.6938
1685.669001, 66.641, 153.7034
1686.035212, 66.645, 153.7132
1686.401423, 66.649, 153.7229
1686.767634, 66.653, 153.7327
1687.133845, 66.657, 153.7426
1687.500056, 66.661, 153.7524
1687.866267, 66.665, 153.7624
1688.232478, 66.669, 153.7723
1688.598689, 66.673, 153.7823
1688.964900, 66.677, 153.7923
1689.331111, 66.682, 153.8025
1689.697322, 66.686, 153.8126
1690.063533, 66.690, 153.8228
1690.429744, 66.694, 153.8330
1690.795955, 66.698, 153.8433
1691.162166, 66.702, 153.8536
1691.528377, 66.707, 153.8639
1691.894588, 66.711, 153.8743
1692.260799, 66.715, 153.8847
1692.627009, 66.719, 153.8952
1692.993220, 66.724, 153.9057
1693.359431, 66.728, 153.9162
1693.725642, 66.732, 153.9268
1694.091853, 66.736, 153.9374
1694.458064, 66.741, 153.9481
1694.824275, 66.745, 153.9587
1695.190486, 66.749, 153.9695
1695.556697, 66.753, 153.9803
1695.922908, 66.758, 153.9910
1696.289119, 66.762, 154.0019
1696.655330, 66.766, 154.0127
1697.021541, 66.771, 154.0237
1697.387752, 66.775, 154.0346
1697.753963, 66.779, 154.0456
1698.120174, 66.784, 154.0566
1698.486385, 66.788, 154.0676
1698.852596, 66.792, 154.0787
1699.218807, 66.797, 154.0898
1699.585018, 66.801, 154.1010
1699.951229, 66.806, 154.1122
1700.317440, 66.810, 154.1233
1700.683651, 66.814, 154.1346
1701.049862, 66.819, 154.1459
1701.416073, 66.823, 154.1572
1701.782284, 66.828, 154.1685
1702.148495, 66.832, 154.1799
1702.514706, 66.837, 154.1913
1702.880917, 66.841, 154.2027
1703.247128, 66.846, 154.2142
1703.613339, 66.850, 154.2257
1703.979549, 66.855, 154.2372
1704.345760, 66.859, 154.2487
1704.711971, 66.864, 154.2603
1705.078182, 66.868, 154.2719
1705.444393, 66.873, 154.2836
1705.810604, 66.877, 154.2952
1706.176815, 66.882, 154.3069
1706.543026, 66.886, 154.3186
1706.909237, 66.891, 154.3304
1707.275448, 66.895, 154.3421
1707.641659, 66.900, 154.3539
1708.007870, 66.905, 154.3658
1708.374081, 66.909, 154.3776
1708.740292, 66.914, 154.3895
1709.106503, 66.918, 154.4014
1709.472714, 66.923, 154.4133
1709.838925, 66.928, 154.4253
1710.205136, 66.932, 154.4372
1710.571347, 66.937, 154.4492
1710.937558, 66.942, 154.4613
1711.303769, 66.946, 154.4733
1711.669980, 66.951, 154.4854
1712.036191, 66.956, 154.4975
1712.402402, 66.961, 154.5096
1712.768613, 66.965, 154.5217
1713.134824, 66.970, 154.5339
1713.501035, 66.975, 154.5460
1713.867246, 66.979, 154.5582
1714.233457, 66.984, 154.5705
1714.599668, 66.989, 154.5826
1714.965878, 66.994, 154.5949
1715.332089, 66.999, 154.6072
1715.698300, 67.003, 154.6195
1716.064511, 67.008, 154.6318
1716.430722, 67.013, 154.6441
1716.796933, 67.018, 154.6565
1717.163144, 67.023, 154.6689
1717.529355, 67.027, 154.6812
1717.895566, 67.032, 154.6936
1718.261777, 67.037, 154.7061
1718.627988, 67.042, 154.7185
1718.994199, 67.047, 154.7310
1719.360410, 67.052, 154.7434
1719.726621, 67.057, 154.7559
1720.092832, 67.062, 154.7684
1720.459043, 67.067, 154.7810
1720.825254, 67.072, 154.7935
1721.191465, 67.076, 154.8060
1721.557676, 67.081, 154.8186
1721.923887, 67.086, 154.8311
1722.290098, 67.091, 154.8438
1722.656309, 67.096, 154.8563
1723.022520, 67.101, 154.8689
1723.388731, 67.106, 154.8816
1723.754942, 67.111, 154.8942
1724.121153, 67.116, 154.9068
1724.487364, 67.121, 154.9195
1724.853575, 67.126, 154.9322
1725.219786, 67.131, 154.9449
1725.585997, 67.136, 154.9575
1725.952208, 67.142, 154.9702
1726.318418, 67.147, 154.9830
1726.684629, 67.152, 154.9957
1727.050840, 67.157, 155.0085
1727.417051, 67.162, 155.0212
1727.783262, 67.167, 155.0339
1728.149473, 67.172, 155.0467
1728.515684, 67.177, 155.0594
1728.881895, 67.182, 155.0723
1729.248106, 67.188, 155.0851
1729.614317, 67.193, 155.0979
1729.980528, 67.198, 155.1107
1730.346739, 67.203, 155.1235
1730.712950, 67.208, 155.1363
1731.079161, 67.213, 155.1491
1731.445372, 67.219, 155.1619
1731.811583, 67.224, 155.1747
1732.177794, 67.229, 155.1876
1732.544005, 67.234, 155.2004
1732.910216, 67.240, 155.2133
1733.276427, 67.245, 155.2261
1733.642638, 67.250, 155.2390
1734.008849, 67.255, 155.2518
1734.375060, 67.261, 155.2646
1734.741271, 67.266, 155.2775
1735.107482, 67.271, 155.2904
1735.473693, 67.277, 155.3032
1735.839904, 67.282, 155.3161
1736.206115, 67.287, 155.3290
1736.572326, 67.293, 155.3419
1736.938537, 67.298, 155.3548
1737.304747, 67.303, 155.3676
1737.670958, 67.309, 155.3805
1738.037169, 67.314, 155.3933
1738.403380, 67.319, 155.4062
1738.769591, 67.325, 155.4191
1739.135802, 67.330, 155.4320
1739.502013, 67.336, 155.4449
1739.868224, 67.341, 155.4577
1740.234435, 67.347, 155.4706
1740.600646, 67.352, 155.4835
1740.966857, 67.357, 155.4963
1741.333068, 67.363, 155.5092
1741.699279, 67.368, 155.5220
1742.065490, 67.374, 155.5349
1742.431701, 67.379, 155.5477
1742.797912, 67.385, 155.5606
1743.164123, 67.390, 155.5734
1743.530334, 67.396, 155.5863
1743.896545, 67.401, 155.5991
1744.262756, 67.407, 155.6119
1744.628967, 67.413, 155.6248
1744.995178, 67.418, 155.6376
1745.361389, 67.424, 155.6504
1745.727600, 67.429, 155.6632
1746.093811, 67.435, 155.6760
1746.460022, 67.440, 155.6888
1746.826233, 67.446, 155.7016
1747.192444, 67.452, 155.7144
1747.558655, 67.457, 155.7272
1747.924866, 67.463, 155.7399
1748.291077, 67.469, 155.7527
1748.657287, 67.474, 155.7655
1749.023498, 67.480, 155.7782
1749.389709, 67.486, 155.7909
1749.755920, 67.491, 155.8036
1750.122131, 67.497, 155.8164
1750.488342, 67.503, 155.8291
1750.854553, 67.508, 155.8418
1751.220764, 67.514, 155.8545
1751.586975, 67.520, 155.8671
1751.953186, 67.525, 155.8798
1752.319397, 67.531, 155.8924
1752.685608, 67.537, 155.9051
1753.051819, 67.543, 155.9177
1753.418030, 67.549, 155.9303
1753.784241, 67.554, 155.9429
1754.150452, 67.560, 155.9555
1754.516663, 67.566, 155.9681
1754.882874, 67.572, 155.9807
1755.249085, 67.578, 155.9932
1755.615296, 67.583, 156.0058
1755.981507, 67.589, 156.0183
1756.347718, 67.595, 156.0308
1756.713929, 67.601, 156.0433
1757.080140, 67.607, 156.0558
1757.446351, 67.613, 156.0682
1757.812562, 67.618, 156.0807
1758.178773, 67.624, 156.0932
1758.544984, 67.630, 156.1056
1758.911195, 67.636, 156.1180
1759.277406, 67.642, 156.1304
1759.643616, 67.648, 156.1428
1760.009827, 67.654, 156.1551
1760.376038, 67.660, 156.1675
1760.742249, 67.666, 156.1798
1761.108460, 67.672, 156.1921
1761.474671, 67.678, 156.2044
1761.840882, 67.684, 156.2166
1762.207093, 67.690, 156.2289
1762.573304, 67.696, 156.2411
1762.939515, 67.702, 156.2533
1763.305726, 67.708, 156.2655
1763.671937, 67.714, 156.2778
1764.038148, 67.720, 156.2899
1764.404359, 67.726, 156.3020
1764.770570, 67.732, 156.3141
1765.136781, 67.738, 156.3262
1765.502992, 67.744, 156.3383
1765.869203, 67.750, 156.3503
1766.235414, 67.756, 156.3624
1766.601625, 67.762, 156.3744
1766.967836, 67.768, 156.3864
1767.334047, 67.774, 156.3984
1767.700258, 67.781, 156.4103
1768.066469, 67.787, 156.4223
1768.432680, 67.793, 156.4341
1768.798891, 67.799, 156.4460
1769.165102, 67.805, 156.4579
1769.531313, 67.812, 156.4698
1769.897524, 67.818, 156.4815
1770.263735, 67.824, 156.4933
1770.629946, 67.830, 156.5051
1770.996156, 67.837, 156.5168
1771.362367, 67.843, 156.5285
1771.728578, 67.849, 156.5402
1772.094789, 67.856, 156.5519
1772.461000, 67.862, 156.5636
1772.827211, 67.868, 156.5752
1773.193422, 67.875, 156.5868
1773.559633, 67.881, 156.5984
1773.925844, 67.887, 156.6099
1774.292055, 67.894, 156.6214
1774.658266, 67.900, 156.6329
1775.024477, 67.906, 156.6443
1775.390688, 67.913, 156.6558
1775.756899, 67.919, 156.6672
1776.123110, 67.925, 156.6786
1776.489321, 67.932, 156.6899
1776.855532, 67.938, 156.7013
1777.221743, 67.945, 156.7126
1777.587954, 67.951, 156.7238
1777.954165, 67.958, 156.7351
1778.320376, 67.964, 156.7463
1778.686587, 67.970, 156.7575
1779.052798, 67.977, 156.7686
1779.419009, 67.983, 156.7797
1779.785220, 67.990, 156.7908
1780.151431, 67.996, 156.8019
1780.517642, 68.003, 156.8130
1780.883853, 68.009, 156.8240
1781.250064, 68.016, 156.8349
1781.616275, 68.022, 156.8459
1781.982486, 68.029, 156.8568
1782.348696, 68.035, 156.8677
1782.714907, 68.042, 156.8786
1783.081118, 68.048, 156.8894
1783.447329, 68.055, 156.9002
1783.813540, 68.061, 156.9109
1784.179751, 68.068, 156.9216
1784.545962, 68.075, 156.9323
1784.912173, 68.081, 156.9430
1785.278384, 68.088, 156.9536
1785.644595, 68.094, 156.9643
1786.010806, 68.101, 156.9748
1786.377017, 68.108, 156.9854
1786.743228, 68.114, 156.9959
1787.109439, 68.121, 157.0063
1787.475650, 68.127, 157.0168
1787.841861, 68.134, 157.0272
1788.208072, 68.141, 157.0375
1788.574283, 68.147, 157.0479
1788.940494, 68.154, 157.0582
1789.306705, 68.161, 157.0684
1789.672916, 68.167, 157.0787
1790.039127, 68.174, 157.0889
1790.405338, 68.181, 157.0991
1790.771549, 68.187, 157.1092
1791.137760, 68.194, 157.1193
1791.503971, 68.201, 157.1293
1791.870182, 68.207, 157.1394
1792.236393, 68.214, 157.1494
1792.602604, 68.221, 157.1593
1792.968815, 68.228, 157.1692
1793.335025, 68.234, 157.1791
1793.701236, 68.241, 157.1889
1794.067447, 68.248, 157.1987
1794.433658, 68.255, 157.2085
1794.799869, 68.261, 157.2182
1795.166080, 68.268, 157.2279
1795.532291, 68.275, 157.2376
1795.898502, 68.282, 157.2472
1796.264713, 68.288, 157.2568
1796.630924, 68.295, 157.2664
1796.997135, 68.302, 157.2758
1797.363346, 68.309, 157.2854
1797.729557, 68.316, 157.2948
1798.095768, 68.323, 157.3042
1798.461979, 68.329, 157.3135
1798.828190, 68.336, 157.3228
1799.194401, 68.343, 157.3321
1799.560612, 68.350, 157.3414
1799.926823, 68.357, 157.3505
1800.293034, 68.364, 157.3597
1800.659245, 68.370, 157.3688
1801.025456, 68.377, 157.3779
1801.391667, 68.384, 157.3870
1801.757878, 68.391, 157.3960
1802.124089, 68.398, 157.4049
1802.490300, 68.405, 157.4138
1802.856511, 68.412, 157.4227
1803.222722, 68.419, 157.4316
1803.588933, 68.426, 157.4404
1803.955144, 68.432, 157.4492
1804.321355, 68.439, 157.4579
1804.687565, 68.446, 157.4666
1805.053776, 68.453, 157.4752
1805.419987, 68.460, 157.4838
1805.786198, 68.467, 157.4923
1806.152409, 68.474, 157.5008
1806.518620, 68.481, 157.5093
1806.884831, 68.488, 157.5177
1807.251042, 68.495, 157.5262
1807.617253, 68.502, 157.5345
1807.983464, 68.509, 157.5428
1808.349675, 68.516, 157.5511
1808.715886, 68.523, 157.5593
1809.082097, 68.530, 157.5674
1809.448308, 68.537, 157.5756
1809.814519, 68.544, 157.5837
1810.180730, 68.551, 157.5918
1810.546941, 68.558, 157.5998
1810.913152, 68.565, 157.6077
1811.279363, 68.572, 157.6157
1811.645574, 68.579, 157.6236
1812.011785, 68.586, 157.6314
1812.377996, 68.592, 157.6392
1812.744207, 68.599, 157.6469
1813.110418, 68.606, 157.6546
1813.476629, 68.613, 157.6623
1813.842840, 68.620, 157.6699
1814.209051, 68.627, 157.6775
1814.575262, 68.634, 157.6850
1814.941473, 68.641, 157.6925
1815.307684, 68.648, 157.7000
1815.673894, 68.655, 157.7073
1816.040105, 68.662, 157.7147
1816.406316, 68.669, 157.7220
1816.772527, 68.676, 157.7293
1817.138738, 68.683, 157.7365
1817.504949, 68.690, 157.7437
1817.871160, 68.697, 157.7508
1818.237371, 68.705, 157.7579
1818.603582, 68.712, 157.7650
1818.969793, 68.719, 157.7719
1819.336004, 68.726, 157.7789
1819.702215, 68.733, 157.7858
1820.068426, 68.740, 157.7926
1820.434637, 68.747, 157.7995
1820.800848, 68.754, 157.8062
1821.167059, 68.761, 157.8129
1821.533270, 68.768, 157.8196
1821.899481, 68.775, 157.8262
1822.265692, 68.782, 157.8328
1822.631903, 68.789, 157.8394
1822.998114, 68.796, 157.8459
1823.364325, 68.804, 157.8523
1823.730536, 68.811, 157.8587
1824.096747, 68.818, 157.8651
1824.462958, 68.825, 157.8714
1824.829169, 68.832, 157.8776
1825.195380, 68.839, 157.8838
1825.561591, 68.846, 157.8900
1825.927802, 68.853, 157.8961
1826.294013, 68.861, 157.9022
1826.660224, 68.868, 157.9082
1827.026434, 68.875, 157.9142
1827.392645, 68.882, 157.9201
1827.758856, 68.889, 157.9260
1828.125067, 68.896, 157.9318
1828.491278, 68.904, 157.9376
1828.857489, 68.911, 157.9434
1829.223700, 68.918, 157.9491
1829.589911, 68.925, 157.9547
1829.956122, 68.932, 157.9603
1830.322333, 68.939, 157.9659
1830.688544, 68.947, 157.9714
1831.054755, 68.954, 157.9768
1831.420966, 68.961, 157.9822
1831.787177, 68.968, 157.9876
1832.153388, 68.975, 157.9929
1832.519599, 68.983, 157.9982
1832.885810, 68.990, 158.0034
1833.252021, 68.997, 158.0086
1833.618232, 69.004, 158.0137
1833.984443, 69.011, 158.0188
1834.350654, 69.019, 158.0238
1834.716865, 69.026, 158.0287
1835.083076, 69.033, 158.0337
1835.449287, 69.040, 158.0386
1835.815498, 69.048, 158.0434
1836.181709, 69.055, 158.0482
1836.547920, 69.062, 158.0529
1836.914131, 69.069, 158.0576
1837.280342, 69.077, 158.0622
1837.646553, 69.084, 158.0668
1838.012764, 69.091, 158.0713
1838.378974, 69.098, 158.0758
1838.745185, 69.106, 158.0803
1839.111396, 69.113, 158.0847
1839.477607, 69.120, 158.0890
1839.843818, 69.127, 158.0933
1840.210029, 69.135, 158.0975
1840.576240, 69.142, 158.1017
1840.942451, 69.149, 158.1059
1841.308662, 69.157, 158.1100
1841.674873, 69.164, 158.1140
1842.041084, 69.171, 158.1180
1842.407295, 69.178, 158.1220
1842.773506, 69.186, 158.1259
1843.139717, 69.193, 158.1297
1843.505928, 69.200, 158.1335
1843.872139, 69.208, 158.1373
1844.238350, 69.215, 158.1409
1844.604561, 69.222, 158.1446
1844.970772, 69.230, 158.1482
1845.336983, 69.237, 158.1518
1845.703194, 69.244, 158.1552
1846.069405, 69.251, 158.1587
1846.435616, 69.259, 158.1621
1846.801827, 69.266, 158.1655
1847.168038, 69.273, 158.1688
1847.534249, 69.281, 158.1720
1847.900460, 69.288, 158.1752
1848.266671, 69.295, 158.1784
1848.632882, 69.303, 158.1815
1848.999093, 69.310, 158.1845
1849.365303, 69.317, 158.1875
1849.731514, 69.325, 158.1905
1850.097725, 69.332, 158.1934
1850.463936, 69.340, 158.1962
1850.830147, 69.347, 158.1990
1851.196358, 69.354, 158.2018
1851.562569, 69.362, 158.2045
1851.928780, 69.369, 158.2072
1852.294991, 69.376, 158.2098
1852.661202, 69.384, 158.2123
1853.027413, 69.391, 158.2148
1853.393624, 69.398, 158.2173
1853.759835, 69.406, 158.2197
