* Measurement data measured by REW V5.31.3
* Format: 512k Log Swept Sine, 1 sweep at -12.0 dBFS with no timing reference
* Dated: Apr 18, 2025, 8:25:02 PM
* REW Settings:
*  C-weighting compensation: Off
*  Target level: 75.0 dB
* Note: IR window: 0ms left, 2ms right
* Measurement: Piega
* Smoothing: None
* Frequency Step: 0.36621097 Hz
* Start Frequency: 1000.1221 Hz
*
* Freq(Hz), SPL(dB), Phase(degrees)
12852.540027, 81.282, -2.0790
12852.906238, 81.284, -2.0925
12853.272449, 81.285, -2.1060
12853.638660, 81.286, -2.1194
12854.004871, 81.288, -2.1329
12854.371082, 81.289, -2.1464
12854.737293, 81.290, -2.1599
12855.103504, 81.291, -2.1734
12855.469715, 81.293, -2.1870
12855.835926, 81.294, -2.2005
12856.202137, 81.295, -2.2141
12856.568348, 81.297, -2.2276
12856.934559, 81.298, -2.2412
12857.300770, 81.299, -2.2547
12857.666981, 81.300, -2.2683
12858.033192, 81.302, -2.2819
12858.399403, 81.303, -2.2955
12858.765613, 81.304, -2.3091
12859.131824, 81.305, -2.3227
12859.498035, 81.307, -2.3364
12859.864246, 81.308, -2.3500
12860.230457, 81.309, -2.3637
12860.596668, 81.310, -2.3773
12860.962879, 81.312, -2.3910
12861.329090, 81.313, -2.4046
12861.695301, 81.314, -2.4183
12862.061512, 81.315, -2.4320
12862.427723, 81.317, -2.4457
12862.793934, 81.318, -2.4594
12863.160145, 81.319, -2.4731
12863.526356, 81.320, -2.4869
12863.892567, 81.321, -2.5006
12864.258778, 81.323, -2.5143
12864.624989, 81.324, -2.5281
12864.991200, 81.325, -2.5418
12865.357411, 81.326, -2.5556
12865.723622, 81.327, -2.5694
12866.089833, 81.329, -2.5831
12866.456044, 81.330, -2.5969
12866.822255, 81.331, -2.6107
12867.188466, 81.332, -2.6245
12867.554677, 81.333, -2.6383
12867.920888, 81.335, -2.6522
12868.287099, 81.336, -2.6660
12868.653310, 81.337, -2.6798
12869.019521, 81.338, -2.6937
12869.385732, 81.339, -2.7075
12869.751943, 81.340, -2.7214
12870.118153, 81.342, -2.7352
12870.484364, 81.343, -2.7491
12870.850575, 81.344, -2.7630
12871.216786, 81.345, -2.7769
12871.582997, 81.346, -2.7908
12871.949208, 81.347, -2.8047
12872.315419, 81.348, -2.8186
12872.681630, 81.350, -2.8325
12873.047841, 81.351, -2.8464
12873.414052, 81.352, -2.8604
12873.780263, 81.353, -2.8743
12874.146474, 81.354, -2.8882
12874.512685, 81.355, -2.9022
12874.878896, 81.356, -2.9161
12875.245107, 81.357, -2.9301
12875.611318, 81.358, -2.9441
12875.977529, 81.360, -2.9581
12876.343740, 81.361, -2.9721
12876.709951, 81.362, -2.9860
12877.076162, 81.363, -3.0000
12877.442373, 81.364, -3.0140
12877.808584, 81.365, -3.0281
12878.174795, 81.366, -3.0421
12878.541006, 81.367, -3.0561
12878.907217, 81.368, -3.0701
12879.273428, 81.369, -3.0842
12879.639639, 81.370, -3.0982
12880.005850, 81.371, -3.1123
12880.372061, 81.372, -3.1263
12880.738272, 81.373, -3.1404
12881.104483, 81.374, -3.1544
12881.470693, 81.376, -3.1685
12881.836904, 81.377, -3.1826
12882.203115, 81.378, -3.1967
12882.569326, 81.379, -3.2108
12882.935537, 81.380, -3.2249
12883.301748, 81.381, -3.2390
12883.667959, 81.382, -3.2531
12884.034170, 81.383, -3.2672
12884.400381, 81.384, -3.2813
12884.766592, 81.385, -3.2954
12885.132803, 81.386, -3.3096
12885.499014, 81.387, -3.3237
12885.865225, 81.388, -3.3378
12886.231436, 81.389, -3.3520
12886.597647, 81.390, -3.3661
12886.963858, 81.391, -3.3803
12887.330069, 81.392, -3.3944
12887.696280, 81.393, -3.4086
12888.062491, 81.394, -3.4228
12888.428702, 81.395, -3.4370
12888.794913, 81.396, -3.4511
12889.161124, 81.397, -3.4653
12889.527335, 81.398, -3.4795
12889.893546, 81.399, -3.4937
12890.259757, 81.400, -3.5079
12890.625968, 81.400, -3.5221
12890.992179, 81.401, -3.5363
12891.358390, 81.402, -3.5505
12891.724601, 81.403, -3.5648
12892.090812, 81.404, -3.5790
12892.457022, 81.405, -3.5932
12892.823233, 81.406, -3.6074
12893.189444, 81.407, -3.6217
12893.555655, 81.408, -3.6359
12893.921866, 81.409, -3.6502
12894.288077, 81.410, -3.6644
12894.654288, 81.411, -3.6787
12895.020499, 81.412, -3.6929
12895.386710, 81.413, -3.7072
12895.752921, 81.413, -3.7215
12896.119132, 81.414, -3.7357
12896.485343, 81.415, -3.7500
12896.851554, 81.416, -3.7643
12897.217765, 81.417, -3.7786
12897.583976, 81.418, -3.7929
12897.950187, 81.419, -3.8071
12898.316398, 81.420, -3.8214
12898.682609, 81.420, -3.8357
12899.048820, 81.421, -3.8500
12899.415031, 81.422, -3.8643
12899.781242, 81.423, -3.8786
12900.147453, 81.424, -3.8930
12900.513664, 81.425, -3.9073
12900.879875, 81.426, -3.9216
12901.246086, 81.426, -3.9359
12901.612297, 81.427, -3.9502
12901.978508, 81.428, -3.9646
12902.344719, 81.429, -3.9789
12902.710930, 81.430, -3.9932
12903.077141, 81.431, -4.0076
12903.443352, 81.431, -4.0219
12903.809562, 81.432, -4.0362
12904.175773, 81.433, -4.0506
12904.541984, 81.434, -4.0649
12904.908195, 81.435, -4.0793
12905.274406, 81.435, -4.0936
12905.640617, 81.436, -4.1080
12906.006828, 81.437, -4.1224
12906.373039, 81.438, -4.1367
12906.739250, 81.439, -4.1511
12907.105461, 81.439, -4.1655
12907.471672, 81.440, -4.1798
12907.837883, 81.441, -4.1942
12908.204094, 81.442, -4.2086
12908.570305, 81.443, -4.2230
12908.936516, 81.443, -4.2373
12909.302727, 81.444, -4.2517
12909.668938, 81.445, -4.2661
12910.035149, 81.446, -4.2805
12910.401360, 81.446, -4.2949
12910.767571, 81.447, -4.3093
12911.133782, 81.448, -4.3237
12911.499993, 81.449, -4.3381
12911.866204, 81.449, -4.3525
12912.232415, 81.450, -4.3669
12912.598626, 81.451, -4.3813
12912.964837, 81.452, -4.3957
12913.331048, 81.452, -4.4101
12913.697259, 81.453, -4.4245
12914.063470, 81.454, -4.4389
12914.429681, 81.454, -4.4533
12914.795891, 81.455, -4.4677
12915.162102, 81.456, -4.4821
12915.528313, 81.457, -4.4966
12915.894524, 81.457, -4.5110
12916.260735, 81.458, -4.5254
12916.626946, 81.459, -4.5398
12916.993157, 81.459, -4.5542
12917.359368, 81.460, -4.5687
12917.725579, 81.461, -4.5831
12918.091790, 81.461, -4.5975
12918.458001, 81.462, -4.6119
12918.824212, 81.463, -4.6264
12919.190423, 81.464, -4.6408
12919.556634, 81.464, -4.6552
12919.922845, 81.465, -4.6697
12920.289056, 81.466, -4.6841
12920.655267, 81.466, -4.6985
12921.021478, 81.467, -4.7130
12921.387689, 81.467, -4.7274
12921.753900, 81.468, -4.7418
12922.120111, 81.469, -4.7563
12922.486322, 81.469, -4.7707
12922.852533, 81.470, -4.7851
12923.218744, 81.471, -4.7996
12923.584955, 81.471, -4.8140
12923.951166, 81.472, -4.8285
12924.317377, 81.473, -4.8429
12924.683588, 81.473, -4.8573
12925.049799, 81.474, -4.8718
12925.416010, 81.474, -4.8862
12925.782221, 81.475, -4.9007
12926.148431, 81.476, -4.9151
12926.514642, 81.476, -4.9296
12926.880853, 81.477, -4.9440
12927.247064, 81.478, -4.9584
12927.613275, 81.478, -4.9729
12927.979486, 81.479, -4.9873
12928.345697, 81.479, -5.0018
12928.711908, 81.480, -5.0162
12929.078119, 81.480, -5.0307
12929.444330, 81.481, -5.0451
12929.810541, 81.482, -5.0596
12930.176752, 81.482, -5.0740
12930.542963, 81.483, -5.0884
12930.909174, 81.483, -5.1029
12931.275385, 81.484, -5.1173
12931.641596, 81.484, -5.1318
12932.007807, 81.485, -5.1462
12932.374018, 81.486, -5.1607
12932.740229, 81.486, -5.1751
12933.106440, 81.487, -5.1895
12933.472651, 81.487, -5.2040
12933.838862, 81.488, -5.2184
12934.205073, 81.488, -5.2329
12934.571284, 81.489, -5.2473
12934.937495, 81.489, -5.2618
12935.303706, 81.490, -5.2762
12935.669917, 81.490, -5.2906
12936.036128, 81.491, -5.3051
12936.402339, 81.491, -5.3195
12936.768550, 81.492, -5.3339
12937.134760, 81.492, -5.3484
12937.500971, 81.493, -5.3628
12937.867182, 81.494, -5.3772
12938.233393, 81.494, -5.3917
12938.599604, 81.495, -5.4061
12938.965815, 81.495, -5.4205
12939.332026, 81.495, -5.4350
12939.698237, 81.496, -5.4494
12940.064448, 81.496, -5.4638
12940.430659, 81.497, -5.4782
12940.796870, 81.497, -5.4927
12941.163081, 81.498, -5.5071
12941.529292, 81.498, -5.5215
12941.895503, 81.499, -5.5359
12942.261714, 81.499, -5.5504
12942.627925, 81.500, -5.5648
12942.994136, 81.500, -5.5792
12943.360347, 81.501, -5.5936
12943.726558, 81.501, -5.6080
12944.092769, 81.502, -5.6224
12944.458980, 81.502, -5.6368
12944.825191, 81.503, -5.6512
12945.191402, 81.503, -5.6656
12945.557613, 81.503, -5.6801
12945.923824, 81.504, -5.6945
12946.290035, 81.504, -5.7089
12946.656246, 81.505, -5.7233
12947.022457, 81.505, -5.7377
12947.388668, 81.506, -5.7521
12947.754879, 81.506, -5.7664
12948.121090, 81.506, -5.7808
12948.487300, 81.507, -5.7952
12948.853511, 81.507, -5.8096
12949.219722, 81.508, -5.8240
12949.585933, 81.508, -5.8384
12949.952144, 81.508, -5.8528
12950.318355, 81.509, -5.8671
12950.684566, 81.509, -5.8815
12951.050777, 81.510, -5.8959
12951.416988, 81.510, -5.9103
12951.783199, 81.510, -5.9246
12952.149410, 81.511, -5.9390
12952.515621, 81.511, -5.9534
12952.881832, 81.511, -5.9677
12953.248043, 81.512, -5.9821
12953.614254, 81.512, -5.9965
12953.980465, 81.513, -6.0108
12954.346676, 81.513, -6.0252
12954.712887, 81.513, -6.0395
12955.079098, 81.514, -6.0539
12955.445309, 81.514, -6.0682
12955.811520, 81.514, -6.0826
12956.177731, 81.515, -6.0969
12956.543942, 81.515, -6.1112
12956.910153, 81.515, -6.1256
12957.276364, 81.516, -6.1399
12957.642575, 81.516, -6.1542
12958.008786, 81.516, -6.1685
12958.374997, 81.517, -6.1829
12958.741208, 81.517, -6.1972
12959.107419, 81.517, -6.2115
12959.473630, 81.518, -6.2258
12959.839840, 81.518, -6.2401
12960.206051, 81.518, -6.2544
12960.572262, 81.519, -6.2687
12960.938473, 81.519, -6.2830
12961.304684, 81.519, -6.2973
12961.670895, 81.520, -6.3116
12962.037106, 81.520, -6.3259
12962.403317, 81.520, -6.3402
12962.769528, 81.520, -6.3545
12963.135739, 81.521, -6.3688
12963.501950, 81.521, -6.3831
12963.868161, 81.521, -6.3973
12964.234372, 81.522, -6.4116
12964.600583, 81.522, -6.4259
12964.966794, 81.522, -6.4401
12965.333005, 81.522, -6.4544
12965.699216, 81.523, -6.4687
12966.065427, 81.523, -6.4829
12966.431638, 81.523, -6.4972
12966.797849, 81.523, -6.5114
12967.164060, 81.524, -6.5256
12967.530271, 81.524, -6.5399
12967.896482, 81.524, -6.5541
12968.262693, 81.524, -6.5683
12968.628904, 81.525, -6.5826
12968.995115, 81.525, -6.5968
12969.361326, 81.525, -6.6110
12969.727537, 81.525, -6.6252
12970.093748, 81.526, -6.6394
12970.459959, 81.526, -6.6537
12970.826169, 81.526, -6.6679
12971.192380, 81.526, -6.6821
12971.558591, 81.527, -6.6963
12971.924802, 81.527, -6.7104
12972.291013, 81.527, -6.7246
12972.657224, 81.527, -6.7388
12973.023435, 81.527, -6.7530
12973.389646, 81.528, -6.7672
12973.755857, 81.528, -6.7813
12974.122068, 81.528, -6.7955
12974.488279, 81.528, -6.8097
12974.854490, 81.528, -6.8238
12975.220701, 81.529, -6.8380
12975.586912, 81.529, -6.8521
12975.953123, 81.529, -6.8663
12976.319334, 81.529, -6.8804
12976.685545, 81.529, -6.8945
12977.051756, 81.529, -6.9087
12977.417967, 81.530, -6.9228
12977.784178, 81.530, -6.9369
12978.150389, 81.530, -6.9510
12978.516600, 81.530, -6.9652
12978.882811, 81.530, -6.9793
12979.249022, 81.530, -6.9934
12979.615233, 81.531, -7.0075
12979.981444, 81.531, -7.0216
12980.347655, 81.531, -7.0356
12980.713866, 81.531, -7.0497
12981.080077, 81.531, -7.0638
12981.446288, 81.531, -7.0779
12981.812499, 81.531, -7.0920
12982.178709, 81.532, -7.1060
12982.544920, 81.532, -7.1201
12982.911131, 81.532, -7.1341
12983.277342, 81.532, -7.1482
12983.643553, 81.532, -7.1622
12984.009764, 81.532, -7.1763
12984.375975, 81.532, -7.1903
12984.742186, 81.533, -7.2043
12985.108397, 81.533, -7.2184
12985.474608, 81.533, -7.2324
12985.840819, 81.533, -7.2464
12986.207030, 81.533, -7.2604
12986.573241, 81.533, -7.2744
12986.939452, 81.533, -7.2884
12987.305663, 81.533, -7.3024
12987.671874, 81.533, -7.3164
12988.038085, 81.533, -7.3304
12988.404296, 81.534, -7.3444
12988.770507, 81.534, -7.3583
12989.136718, 81.534, -7.3723
12989.502929, 81.534, -7.3863
12989.869140, 81.534, -7.4002
12990.235351, 81.534, -7.4142
12990.601562, 81.534, -7.4281
12990.967773, 81.534, -7.4420
12991.333984, 81.534, -7.4560
12991.700195, 81.534, -7.4699
12992.066406, 81.534, -7.4838
12992.432617, 81.534, -7.4978
12992.798828, 81.534, -7.5117
12993.165038, 81.534, -7.5256
12993.531249, 81.534, -7.5395
12993.897460, 81.535, -7.5534
12994.263671, 81.535, -7.5673
12994.629882, 81.535, -7.5811
12994.996093, 81.535, -7.5950
12995.362304, 81.535, -7.6089
12995.728515, 81.535, -7.6228
12996.094726, 81.535, -7.6366
12996.460937, 81.535, -7.6505
12996.827148, 81.535, -7.6643
12997.193359, 81.535, -7.6782
12997.559570, 81.535, -7.6920
12997.925781, 81.535, -7.7058
12998.291992, 81.535, -7.7197
12998.658203, 81.535, -7.7335
12999.024414, 81.535, -7.7473
12999.390625, 81.535, -7.7611
12999.756836, 81.535, -7.7749
13000.123047, 81.535, -7.7887
13000.489258, 81.535, -7.8025
13000.855469, 81.535, -7.8163
13001.221680, 81.535, -7.8300
13001.587891, 81.535, -7.8438
13001.954102, 81.535, -7.8576
13002.320313, 81.535, -7.8713
13002.686524, 81.535, -7.8851
13003.052735, 81.535, -7.8988
13003.418946, 81.535, -7.9126
13003.785157, 81.535, -7.9263
13004.151368, 81.535, -7.9400
13004.517578, 81.535, -7.9538
13004.883789, 81.535, -7.9675
13005.250000, 81.535, -7.9812
13005.616211, 81.535, -7.9949
13005.982422, 81.535, -8.0086
13006.348633, 81.535, -8.0223
13006.714844, 81.534, -8.0360
13007.081055, 81.534, -8.0496
13007.447266, 81.534, -8.0633
13007.813477, 81.534, -8.0770
13008.179688, 81.534, -8.0906
13008.545899, 81.534, -8.1043
13008.912110, 81.534, -8.1179
13009.278321, 81.534, -8.1315
13009.644532, 81.534, -8.1452
13010.010743, 81.534, -8.1588
13010.376954, 81.534, -8.1724
13010.743165, 81.534, -8.1860
13011.109376, 81.534, -8.1996
13011.475587, 81.534, -8.2132
13011.841798, 81.534, -8.2268
13012.208009, 81.534, -8.2404
13012.574220, 81.533, -8.2540
13012.940431, 81.533, -8.2676
13013.306642, 81.533, -8.2811
13013.672853, 81.533, -8.2947
13014.039064, 81.533, -8.3082
13014.405275, 81.533, -8.3218
13014.771486, 81.533, -8.3353
13015.137697, 81.533, -8.3488
13015.503908, 81.533, -8.3624
13015.870118, 81.533, -8.3759
13016.236329, 81.532, -8.3894
13016.602540, 81.532, -8.4029
13016.968751, 81.532, -8.4164
13017.334962, 81.532, -8.4299
13017.701173, 81.532, -8.4433
13018.067384, 81.532, -8.4568
13018.433595, 81.532, -8.4703
13018.799806, 81.532, -8.4838
13019.166017, 81.531, -8.4972
13019.532228, 81.531, -8.5107
13019.898439, 81.531, -8.5241
13020.264650, 81.531, -8.5375
13020.630861, 81.531, -8.5510
13020.997072, 81.531, -8.5644
13021.363283, 81.531, -8.5778
13021.729494, 81.530, -8.5912
13022.095705, 81.530, -8.6046
13022.461916, 81.530, -8.6180
13022.828127, 81.530, -8.6314
13023.194338, 81.530, -8.6447
13023.560549, 81.530, -8.6581
13023.926760, 81.530, -8.6715
13024.292971, 81.529, -8.6848
13024.659182, 81.529, -8.6982
13025.025393, 81.529, -8.7115
13025.391604, 81.529, -8.7248
13025.757815, 81.529, -8.7381
13026.124026, 81.529, -8.7515
13026.490237, 81.528, -8.7648
13026.856447, 81.528, -8.7781
13027.222658, 81.528, -8.7914
13027.588869, 81.528, -8.8047
13027.955080, 81.528, -8.8179
13028.321291, 81.527, -8.8312
13028.687502, 81.527, -8.8445
13029.053713, 81.527, -8.8577
13029.419924, 81.527, -8.8710
13029.786135, 81.527, -8.8842
13030.152346, 81.526, -8.8975
13030.518557, 81.526, -8.9107
13030.884768, 81.526, -8.9239
13031.250979, 81.526, -8.9371
13031.617190, 81.526, -8.9503
13031.983401, 81.525, -8.9635
13032.349612, 81.525, -8.9767
13032.715823, 81.525, -8.9899
13033.082034, 81.525, -9.0031
13033.448245, 81.525, -9.0162
13033.814456, 81.524, -9.0294
13034.180667, 81.524, -9.0426
13034.546878, 81.524, -9.0557
13034.913089, 81.524, -9.0688
13035.279300, 81.523, -9.0820
13035.645511, 81.523, -9.0951
13036.011722, 81.523, -9.1082
13036.377933, 81.523, -9.1213
13036.744144, 81.522, -9.1344
13037.110355, 81.522, -9.1475
13037.476566, 81.522, -9.1606
13037.842777, 81.522, -9.1737
13038.208987, 81.521, -9.1867
13038.575198, 81.521, -9.1998
13038.941409, 81.521, -9.2128
13039.307620, 81.521, -9.2259
13039.673831, 81.520, -9.2389
13040.040042, 81.520, -9.2520
13040.406253, 81.520, -9.2650
13040.772464, 81.520, -9.2780
13041.138675, 81.519, -9.2910
13041.504886, 81.519, -9.3040
13041.871097, 81.519, -9.3170
13042.237308, 81.519, -9.3300
13042.603519, 81.518, -9.3429
13042.969730, 81.518, -9.3559
13043.335941, 81.518, -9.3689
13043.702152, 81.517, -9.3818
13044.068363, 81.517, -9.3948
13044.434574, 81.517, -9.4077
13044.800785, 81.517, -9.4206
13045.166996, 81.516, -9.4336
13045.533207, 81.516, -9.4465
13045.899418, 81.516, -9.4594
13046.265629, 81.515, -9.4723
13046.631840, 81.515, -9.4852
13046.998051, 81.515, -9.4980
13047.364262, 81.515, -9.5109
13047.730473, 81.514, -9.5238
13048.096684, 81.514, -9.5366
13048.462895, 81.514, -9.5495
13048.829106, 81.513, -9.5623
13049.195316, 81.513, -9.5751
13049.561527, 81.513, -9.5880
13049.927738, 81.512, -9.6008
13050.293949, 81.512, -9.6136
13050.660160, 81.512, -9.6264
13051.026371, 81.511, -9.6392
13051.392582, 81.511, -9.6520
13051.758793, 81.511, -9.6647
13052.125004, 81.510, -9.6775
13052.491215, 81.510, -9.6903
13052.857426, 81.510, -9.7030
13053.223637, 81.509, -9.7158
13053.589848, 81.509, -9.7285
13053.956059, 81.509, -9.7412
13054.322270, 81.508, -9.7540
13054.688481, 81.508, -9.7667
13055.054692, 81.508, -9.7794
13055.420903, 81.507, -9.7921
13055.787114, 81.507, -9.8047
13056.153325, 81.507, -9.8174
13056.519536, 81.506, -9.8301
13056.885747, 81.506, -9.8428
13057.251958, 81.506, -9.8554
13057.618169, 81.505, -9.8681
13057.984380, 81.505, -9.8807
13058.350591, 81.504, -9.8933
13058.716802, 81.504, -9.9060
13059.083013, 81.504, -9.9186
13059.449224, 81.503, -9.9312
13059.815435, 81.503, -9.9438
13060.181646, 81.503, -9.9564
13060.547856, 81.502, -9.9689
13060.914067, 81.502, -9.9815
13061.280278, 81.501, -9.9941
13061.646489, 81.501, -10.0066
13062.012700, 81.501, -10.0192
13062.378911, 81.500, -10.0317
13062.745122, 81.500, -10.0443
13063.111333, 81.499, -10.0568
13063.477544, 81.499, -10.0693
13063.843755, 81.499, -10.0818
13064.209966, 81.498, -10.0943
13064.576177, 81.498, -10.1068
13064.942388, 81.497, -10.1193
13065.308599, 81.497, -10.1317
13065.674810, 81.497, -10.1442
13066.041021, 81.496, -10.1567
13066.407232, 81.496, -10.1691
13066.773443, 81.495, -10.1816
13067.139654, 81.495, -10.1940
13067.505865, 81.495, -10.2064
13067.872076, 81.494, -10.2188
13068.238287, 81.494, -10.2312
13068.604498, 81.493, -10.2436
13068.970709, 81.493, -10.2560
13069.336920, 81.493, -10.2684
13069.703131, 81.492, -10.2808
13070.069342, 81.492, -10.2932
13070.435553, 81.491, -10.3055
13070.801764, 81.491, -10.3179
13071.167975, 81.490, -10.3302
13071.534185, 81.490, -10.3425
13071.900396, 81.490, -10.3549
13072.266607, 81.489, -10.3672
13072.632818, 81.489, -10.3795
13072.999029, 81.488, -10.3918
13073.365240, 81.488, -10.4041
13073.731451, 81.487, -10.4164
13074.097662, 81.487, -10.4286
13074.463873, 81.486, -10.4409
13074.830084, 81.486, -10.4532
13075.196295, 81.485, -10.4654
13075.562506, 81.485, -10.4777
13075.928717, 81.485, -10.4899
13076.294928, 81.484, -10.5021
13076.661139, 81.484, -10.5143
13077.027350, 81.483, -10.5265
13077.393561, 81.483, -10.5387
13077.759772, 81.482, -10.5509
13078.125983, 81.482, -10.5631
13078.492194, 81.481, -10.5753
13078.858405, 81.481, -10.5875
13079.224616, 81.480, -10.5996
13079.590827, 81.480, -10.6118
13079.957038, 81.479, -10.6239
13080.323249, 81.479, -10.6360
13080.689460, 81.478, -10.6482
13081.055671, 81.478, -10.6603
13081.421882, 81.478, -10.6724
13081.788093, 81.477, -10.6845
13082.154304, 81.477, -10.6966
13082.520515, 81.476, -10.7087
13082.886725, 81.476, -10.7207
13083.252936, 81.475, -10.7328
13083.619147, 81.475, -10.7449
13083.985358, 81.474, -10.7569
13084.351569, 81.474, -10.7689
13084.717780, 81.473, -10.7810
13085.083991, 81.473, -10.7930
13085.450202, 81.472, -10.8050
13085.816413, 81.472, -10.8170
13086.182624, 81.471, -10.8290
13086.548835, 81.471, -10.8410
13086.915046, 81.470, -10.8530
13087.281257, 81.470, -10.8650
13087.647468, 81.469, -10.8769
13088.013679, 81.468, -10.8889
13088.379890, 81.468, -10.9009
13088.746101, 81.467, -10.9128
13089.112312, 81.467, -10.9247
13089.478523, 81.466, -10.9366
13089.844734, 81.466, -10.9486
13090.210945, 81.465, -10.9605
13090.577156, 81.465, -10.9724
13090.943367, 81.464, -10.9843
13091.309578, 81.464, -10.9961
13091.675789, 81.463, -11.0080
13092.042000, 81.463, -11.0199
13092.408211, 81.462, -11.0317
13092.774422, 81.462, -11.0436
13093.140633, 81.461, -11.0554
13093.506844, 81.461, -11.0673
13093.873055, 81.460, -11.0791
13094.239265, 81.459, -11.0909
13094.605476, 81.459, -11.1027
13094.971687, 81.458, -11.1145
13095.337898, 81.458, -11.1263
13095.704109, 81.457, -11.1381
13096.070320, 81.457, -11.1499
13096.436531, 81.456, -11.1616
13096.802742, 81.456, -11.1734
13097.168953, 81.455, -11.1851
13097.535164, 81.454, -11.1969
13097.901375, 81.454, -11.2086
13098.267586, 81.453, -11.2203
13098.633797, 81.453, -11.2320
13099.000008, 81.452, -11.2438
13099.366219, 81.452, -11.2555
13099.732430, 81.451, -11.2671
13100.098641, 81.451, -11.2788
13100.464852, 81.450, -11.2905
13100.831063, 81.449, -11.3022
13101.197274, 81.449, -11.3138
13101.563485, 81.448, -11.3255
13101.929696, 81.448, -11.3371
13102.295907, 81.447, -11.3487
13102.662118, 81.446, -11.3604
13103.028329, 81.446, -11.3720
13103.394540, 81.445, -11.3836
13103.760751, 81.445, -11.3952
13104.126962, 81.444, -11.4068
13104.493173, 81.444, -11.4184
13104.859384, 81.443, -11.4299
13105.225594, 81.442, -11.4415
13105.591805, 81.442, -11.4531
13105.958016, 81.441, -11.4646
13106.324227, 81.441, -11.4762
13106.690438, 81.440, -11.4877
13107.056649, 81.439, -11.4992
13107.422860, 81.439, -11.5107
13107.789071, 81.438, -11.5222
13108.155282, 81.438, -11.5337
13108.521493, 81.437, -11.5452
13108.887704, 81.436, -11.5567
13109.253915, 81.436, -11.5682
13109.620126, 81.435, -11.5797
13109.986337, 81.434, -11.5911
13110.352548, 81.434, -11.6026
13110.718759, 81.433, -11.6140
13111.084970, 81.433, -11.6255
13111.451181, 81.432, -11.6369
13111.817392, 81.431, -11.6483
13112.183603, 81.431, -11.6597
13112.549814, 81.430, -11.6711
13112.916025, 81.430, -11.6825
13113.282236, 81.429, -11.6939
13113.648447, 81.428, -11.7053
13114.014658, 81.428, -11.7166
13114.380869, 81.427, -11.7280
13114.747080, 81.426, -11.7394
13115.113291, 81.426, -11.7507
13115.479502, 81.425, -11.7620
13115.845713, 81.424, -11.7734
13116.211924, 81.424, -11.7847
13116.578134, 81.423, -11.7960
13116.944345, 81.423, -11.8073
13117.310556, 81.422, -11.8186
13117.676767, 81.421, -11.8299
13118.042978, 81.421, -11.8412
13118.409189, 81.420, -11.8524
13118.775400, 81.419, -11.8637
13119.141611, 81.419, -11.8750
13119.507822, 81.418, -11.8862
13119.874033, 81.417, -11.8974
13120.240244, 81.417, -11.9087
13120.606455, 81.416, -11.9199
13120.972666, 81.415, -11.9311
13121.338877, 81.415, -11.9423
13121.705088, 81.414, -11.9535
13122.071299, 81.413, -11.9647
13122.437510, 81.413, -11.9759
13122.803721, 81.412, -11.9871
13123.169932, 81.411, -11.9982
13123.536143, 81.411, -12.0094
13123.902354, 81.410, -12.0205
13124.268565, 81.409, -12.0317
13124.634776, 81.409, -12.0428
13125.000987, 81.408, -12.0539
13125.367198, 81.407, -12.0651
13125.733409, 81.407, -12.0762
13126.099620, 81.406, -12.0873
13126.465831, 81.405, -12.0984
13126.832042, 81.405, -12.1094
13127.198253, 81.404, -12.1205
13127.564463, 81.403, -12.1316
13127.930674, 81.403, -12.1427
13128.296885, 81.402, -12.1537
13128.663096, 81.401, -12.1648
13129.029307, 81.400, -12.1758
13129.395518, 81.400, -12.1868
13129.761729, 81.399, -12.1979
13130.127940, 81.398, -12.2089
13130.494151, 81.398, -12.2199
13130.860362, 81.397, -12.2309
13131.226573, 81.396, -12.2419
13131.592784, 81.396, -12.2528
13131.958995, 81.395, -12.2638
13132.325206, 81.394, -12.2748
13132.691417, 81.394, -12.2857
13133.057628, 81.393, -12.2967
13133.423839, 81.392, -12.3076
13133.790050, 81.391, -12.3186
13134.156261, 81.391, -12.3295
13134.522472, 81.390, -12.3404
13134.888683, 81.389, -12.3513
13135.254894, 81.389, -12.3622
13135.621105, 81.388, -12.3731
13135.987316, 81.387, -12.3840
13136.353527, 81.386, -12.3949
13136.719738, 81.386, -12.4058
13137.085949, 81.385, -12.4166
13137.452160, 81.384, -12.4275
13137.818371, 81.383, -12.4383
13138.184582, 81.383, -12.4492
13138.550793, 81.382, -12.4600
13138.917003, 81.381, -12.4708
13139.283214, 81.381, -12.4817
13139.649425, 81.380, -12.4925
13140.015636, 81.379, -12.5033
13140.381847, 81.378, -12.5141
13140.748058, 81.378, -12.5248
13141.114269, 81.377, -12.5356
13141.480480, 81.376, -12.5464
13141.846691, 81.375, -12.5572
13142.212902, 81.375, -12.5679
13142.579113, 81.374, -12.5787
13142.945324, 81.373, -12.5894
13143.311535, 81.372, -12.6001
13143.677746, 81.372, -12.6109
13144.043957, 81.371, -12.6216
13144.410168, 81.370, -12.6323
13144.776379, 81.369, -12.6430
13145.142590, 81.369, -12.6537
13145.508801, 81.368, -12.6644
13145.875012, 81.367, -12.6750
13146.241223, 81.366, -12.6857
13146.607434, 81.366, -12.6964
13146.973645, 81.365, -12.7070
13147.339856, 81.364, -12.7177
13147.706067, 81.363, -12.7283
13148.072278, 81.363, -12.7389
13148.438489, 81.362, -12.7496
13148.804700, 81.361, -12.7602
